IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.65.127.153,443,443,true,FRA,Europe,Frankfurt,172,8.35
34.32.158.110,443,443,true,AMS,Europe,Amsterdam,175,8.35
34.65.139.23,443,443,true,FRA,Europe,Frankfurt,179,8.35
34.90.233.120,443,443,true,FRA,Europe,Frankfurt,173,8.34
34.65.213.254,443,443,true,FRA,Europe,Frankfurt,178,8.33
34.65.213.124,443,443,true,FRA,Europe,Frankfurt,171,8.32
34.65.63.65,443,443,true,FRA,Europe,Frankfurt,176,8.30
34.74.105.17,80,8080,false,ATL,North America,Atlanta,217,8.29
34.159.178.174,443,443,true,FRA,Europe,Frankfurt,168,8.28
34.148.187.247,443,443,true,ATL,North America,Atlanta,218,8.27
34.65.26.43,443,443,true,FRA,Europe,Frankfurt,175,8.25
34.65.197.216,443,443,true,FRA,Europe,Frankfurt,175,8.25
34.74.105.17,80,8080,false,ATL,North America,Atlanta,217,8.21
34.65.217.176,443,443,true,FRA,Europe,Frankfurt,174,8.19
34.91.252.156,443,443,true,FRA,Europe,Frankfurt,175,8.18
34.159.25.164,443,443,true,FRA,Europe,Frankfurt,170,8.17
34.65.240.216,443,443,true,FRA,Europe,Frankfurt,180,8.17
34.65.128.135,443,443,true,FRA,Europe,Frankfurt,162,8.17
34.65.78.89,443,443,true,FRA,Europe,Frankfurt,176,8.16
35.198.165.45,443,443,true,FRA,Europe,Frankfurt,155,8.16
34.65.226.161,443,443,true,FRA,Europe,Frankfurt,172,8.13
35.246.182.103,443,443,true,FRA,Europe,Frankfurt,199,8.12
34.89.142.227,443,443,true,FRA,Europe,Frankfurt,180,8.11
34.32.211.129,443,443,true,FRA,Europe,Frankfurt,178,8.10
34.65.152.34,443,443,true,FRA,Europe,Frankfurt,178,8.09
34.89.180.110,443,443,true,FRA,Europe,Frankfurt,166,8.08
34.91.35.163,443,443,true,FRA,Europe,Frankfurt,180,8.08
34.116.167.147,443,443,true,FRA,Europe,Frankfurt,186,8.06
34.148.187.247,443,443,true,ATL,North America,Atlanta,218,8.04
34.90.198.51,443,443,true,AMS,Europe,Amsterdam,188,8.02
34.147.72.125,443,443,true,AMS,Europe,Amsterdam,161,8.02
34.89.206.136,443,443,true,FRA,Europe,Frankfurt,169,8.01
34.91.150.22,443,443,true,FRA,Europe,Frankfurt,198,8.01
34.91.240.66,443,443,true,FRA,Europe,Frankfurt,179,7.99
35.198.133.143,443,443,true,FRA,Europe,Frankfurt,168,7.98
34.65.113.100,443,443,true,FRA,Europe,Frankfurt,174,7.98
35.185.75.107,443,443,true,ATL,North America,Atlanta,217,7.96
34.90.216.92,443,443,true,FRA,Europe,Frankfurt,183,7.96
34.65.230.9,443,443,true,FRA,Europe,Frankfurt,174,7.96
34.65.175.223,443,443,true,FRA,Europe,Frankfurt,179,7.94
34.107.103.224,443,443,true,FRA,Europe,Frankfurt,215,7.93
34.65.248.12,443,443,true,FRA,Europe,Frankfurt,171,7.93
34.65.197.216,443,443,true,FRA,Europe,Frankfurt,175,7.92
34.118.36.2,443,443,true,FRA,Europe,Frankfurt,186,7.91
34.116.239.245,443,443,true,FRA,Europe,Frankfurt,189,7.90
34.91.162.60,443,443,true,FRA,Europe,Frankfurt,175,7.90
34.65.230.9,443,443,true,FRA,Europe,Frankfurt,173,7.90
34.34.35.183,443,443,true,FRA,Europe,Frankfurt,175,7.88
34.116.215.190,443,443,true,FRA,Europe,Frankfurt,245,7.84
34.65.197.35,443,443,true,FRA,Europe,Frankfurt,173,7.83
34.116.202.205,443,443,true,FRA,Europe,Frankfurt,187,7.82
34.65.19.239,443,443,true,FRA,Europe,Frankfurt,177,7.82
34.65.192.88,443,443,true,FRA,Europe,Frankfurt,191,7.81
34.32.217.226,443,443,true,FRA,Europe,Frankfurt,177,7.81
34.65.175.223,443,443,true,FRA,Europe,Frankfurt,181,7.77
34.65.209.248,443,443,true,FRA,Europe,Frankfurt,174,7.77
34.65.249.244,443,443,true,FRA,Europe,Frankfurt,187,7.77
34.65.80.181,443,443,true,FRA,Europe,Frankfurt,176,7.77
34.65.254.14,443,443,true,FRA,Europe,Frankfurt,174,7.76
34.154.251.177,443,443,true,FRA,Europe,Frankfurt,180,7.75
34.91.85.157,443,443,true,FRA,Europe,Frankfurt,176,7.74
34.90.216.92,443,443,true,FRA,Europe,Frankfurt,180,7.73
34.159.20.9,443,443,true,FRA,Europe,Frankfurt,177,7.73
34.107.56.17,443,443,true,FRA,Europe,Frankfurt,226,7.72
34.154.250.73,443,443,true,FRA,Europe,Frankfurt,206,7.72
34.116.225.173,443,443,true,FRA,Europe,Frankfurt,191,7.72
34.90.240.8,443,443,true,FRA,Europe,Frankfurt,162,7.70
34.89.180.238,443,443,true,FRA,Europe,Frankfurt,182,7.70
34.118.90.226,443,443,true,FRA,Europe,Frankfurt,187,7.69
34.65.172.12,443,443,true,FRA,Europe,Frankfurt,187,7.69
34.65.19.239,443,443,true,FRA,Europe,Frankfurt,176,7.69
35.242.201.237,443,443,true,FRA,Europe,Frankfurt,211,7.69
34.91.65.245,443,443,true,FRA,Europe,Frankfurt,183,7.63
34.116.229.62,443,443,true,FRA,Europe,Frankfurt,189,7.63
34.118.2.147,443,443,true,FRA,Europe,Frankfurt,189,7.62
34.90.42.240,443,443,true,FRA,Europe,Frankfurt,178,7.61
34.90.198.51,443,443,true,CDG,Europe,Paris,174,7.60
35.246.174.244,443,443,true,AMS,Europe,Amsterdam,209,7.59
34.91.252.156,443,443,true,FRA,Europe,Frankfurt,180,7.58
34.118.23.103,443,443,true,FRA,Europe,Frankfurt,191,7.58
34.72.146.82,443,443,true,ORD,North America,Chicago,205,7.58
34.65.50.248,443,443,true,FRA,Europe,Frankfurt,179,7.57
34.91.150.22,443,443,true,FRA,Europe,Frankfurt,178,7.56
34.90.57.238,443,443,true,FRA,Europe,Frankfurt,176,7.55
34.116.214.219,443,443,true,FRA,Europe,Frankfurt,188,7.53
35.234.174.212,443,443,true,FRA,Europe,Frankfurt,177,7.52
34.65.29.231,443,443,true,FRA,Europe,Frankfurt,176,7.51
34.90.125.228,443,443,true,FRA,Europe,Frankfurt,181,7.51
34.90.216.92,443,443,true,FRA,Europe,Frankfurt,178,7.50
34.34.186.205,443,443,true,CDG,Europe,Paris,226,7.49
34.65.248.12,443,443,true,FRA,Europe,Frankfurt,172,7.48
34.89.195.219,443,443,true,FRA,Europe,Frankfurt,171,7.48
34.65.197.71,443,443,true,FRA,Europe,Frankfurt,173,7.45
34.91.35.163,443,443,true,FRA,Europe,Frankfurt,175,7.41
34.116.181.93,443,443,true,FRA,Europe,Frankfurt,176,7.40
34.116.145.156,443,443,true,FRA,Europe,Frankfurt,188,7.38
34.65.193.70,443,443,true,FRA,Europe,Frankfurt,175,7.35
34.159.88.104,443,443,true,FRA,Europe,Frankfurt,183,7.35
34.65.168.25,443,443,true,FRA,Europe,Frankfurt,184,7.34
34.34.25.62,443,443,true,FRA,Europe,Frankfurt,162,7.32
34.91.252.156,443,443,true,FRA,Europe,Frankfurt,182,7.31
34.65.197.35,443,443,true,FRA,Europe,Frankfurt,174,7.31
34.65.226.161,443,443,true,FRA,Europe,Frankfurt,177,7.31
34.65.25.114,443,443,true,FRA,Europe,Frankfurt,185,7.30
34.89.207.204,443,443,true,FRA,Europe,Frankfurt,178,7.29
34.65.197.71,443,443,true,FRA,Europe,Frankfurt,202,7.29
34.65.204.88,443,443,true,AMS,Europe,Amsterdam,175,7.25
34.116.167.198,443,443,true,FRA,Europe,Frankfurt,184,7.24
34.32.188.148,443,443,true,FRA,Europe,Frankfurt,180,7.24
34.91.162.60,443,443,true,FRA,Europe,Frankfurt,177,7.24
34.65.195.44,443,443,true,FRA,Europe,Frankfurt,166,7.22
34.90.76.213,443,443,true,FRA,Europe,Frankfurt,179,7.20
34.91.85.157,443,443,true,FRA,Europe,Frankfurt,182,7.20
34.118.69.58,443,443,true,FRA,Europe,Frankfurt,186,7.20
34.65.78.89,443,443,true,FRA,Europe,Frankfurt,186,7.19
34.65.153.209,443,443,true,CDG,Europe,Paris,182,7.19
34.141.88.42,443,443,true,FRA,Europe,Frankfurt,196,7.19
34.116.191.48,443,443,true,FRA,Europe,Frankfurt,186,7.19
34.118.76.96,443,443,true,FRA,Europe,Frankfurt,191,7.18
34.91.173.96,443,443,true,FRA,Europe,Frankfurt,163,7.18
34.118.83.159,443,443,true,CDG,Europe,Paris,190,7.17
34.118.35.90,443,443,true,EWR,North America,Newark,184,7.15
34.89.171.140,443,443,true,FRA,Europe,Frankfurt,166,7.15
34.65.187.42,443,443,true,FRA,Europe,Frankfurt,165,7.15
34.118.69.58,443,443,true,FRA,Europe,Frankfurt,188,7.12
34.34.35.183,443,443,true,FRA,Europe,Frankfurt,173,7.11
34.65.204.215,443,443,true,CDG,Europe,Paris,175,7.10
34.90.149.219,443,443,true,FRA,Europe,Frankfurt,175,7.09
34.65.209.66,443,443,true,FRA,Europe,Frankfurt,176,7.08
34.118.105.183,443,443,true,FRA,Europe,Frankfurt,188,7.08
34.65.152.34,443,443,true,FRA,Europe,Frankfurt,178,7.08
34.65.231.140,443,443,true,FRA,Europe,Frankfurt,174,7.08
34.65.240.216,443,443,true,FRA,Europe,Frankfurt,167,7.08
34.118.99.19,443,443,true,FRA,Europe,Frankfurt,185,7.07
34.65.7.113,443,443,true,FRA,Europe,Frankfurt,175,7.07
34.65.87.96,443,443,true,FRA,Europe,Frankfurt,165,7.06
34.65.185.192,443,443,true,FRA,Europe,Frankfurt,175,7.05
34.65.191.40,443,443,true,FRA,Europe,Frankfurt,173,7.04
34.91.150.22,443,443,true,FRA,Europe,Frankfurt,176,7.03
34.116.204.118,443,443,true,FRA,Europe,Frankfurt,192,7.03
34.65.158.174,443,443,true,FRA,Europe,Frankfurt,182,7.02
34.65.200.10,443,443,true,FRA,Europe,Frankfurt,180,7.01
34.65.80.181,443,443,true,FRA,Europe,Frankfurt,189,7.01
34.65.157.100,443,443,true,AMS,Europe,Amsterdam,164,7.00
34.65.78.89,443,443,true,FRA,Europe,Frankfurt,179,6.95
34.65.81.138,443,443,true,FRA,Europe,Frankfurt,192,6.94
34.34.25.62,443,443,true,AMS,Europe,Amsterdam,164,6.93
34.107.117.187,443,443,true,FRA,Europe,Frankfurt,263,6.91
34.91.109.219,443,443,true,FRA,Europe,Frankfurt,174,6.90
34.147.114.254,443,443,true,FRA,Europe,Frankfurt,188,6.88
34.34.186.205,443,443,true,CDG,Europe,Paris,228,6.84
34.141.33.67,443,443,true,AMS,Europe,Amsterdam,190,6.82
34.65.119.253,443,443,true,FRA,Europe,Frankfurt,173,6.82
34.65.195.44,443,443,true,FRA,Europe,Frankfurt,164,6.81
34.89.206.136,443,443,true,FRA,Europe,Frankfurt,210,6.79
34.91.240.66,443,443,true,FRA,Europe,Frankfurt,179,6.77
34.116.181.67,443,443,true,AMS,Europe,Amsterdam,265,6.76
34.65.129.192,443,443,true,FRA,Europe,Frankfurt,166,6.75
34.91.159.161,443,443,true,FRA,Europe,Frankfurt,177,6.74
34.65.113.100,443,443,true,FRA,Europe,Frankfurt,173,6.74
34.65.127.153,443,443,true,FRA,Europe,Frankfurt,175,6.73
34.65.41.59,443,443,true,FRA,Europe,Frankfurt,178,6.70
34.65.143.167,443,443,true,FRA,Europe,Frankfurt,185,6.64
34.91.166.255,443,443,true,FRA,Europe,Frankfurt,176,6.64
34.65.11.8,443,443,true,FRA,Europe,Frankfurt,176,6.60
34.89.234.44,443,443,true,CDG,Europe,Paris,172,6.58
34.65.87.96,443,443,true,FRA,Europe,Frankfurt,165,6.57
34.147.72.125,443,443,true,FRA,Europe,Frankfurt,183,6.57
34.65.187.42,443,443,true,FRA,Europe,Frankfurt,186,6.56
34.65.158.174,443,443,true,FRA,Europe,Frankfurt,177,6.53
34.65.97.221,443,443,true,FRA,Europe,Frankfurt,178,6.52
34.65.137.148,443,443,true,FRA,Europe,Frankfurt,186,6.49
34.65.154.70,443,443,true,FRA,Europe,Frankfurt,208,6.49
34.65.87.96,443,443,true,FRA,Europe,Frankfurt,175,6.48
34.118.58.9,443,443,true,FRA,Europe,Frankfurt,188,6.43
34.65.209.248,443,443,true,FRA,Europe,Frankfurt,207,6.42
34.65.191.40,443,443,true,FRA,Europe,Frankfurt,179,6.41
34.65.243.249,443,443,true,FRA,Europe,Frankfurt,213,6.40
34.118.57.241,443,443,true,FRA,Europe,Frankfurt,198,6.38
34.65.195.44,443,443,true,FRA,Europe,Frankfurt,210,6.37
34.65.106.250,443,443,true,FRA,Europe,Frankfurt,184,6.37
34.116.195.145,443,443,true,FRA,Europe,Frankfurt,190,6.37
34.90.76.0,443,443,true,FRA,Europe,Frankfurt,178,6.36
34.65.235.165,443,443,true,FRA,Europe,Frankfurt,174,6.34
34.65.139.23,443,443,true,FRA,Europe,Frankfurt,174,6.33
34.65.26.43,443,443,true,FRA,Europe,Frankfurt,173,6.30
34.65.26.43,443,443,true,FRA,Europe,Frankfurt,185,6.29
34.65.209.36,443,443,true,FRA,Europe,Frankfurt,185,6.29
34.118.72.161,443,443,true,FRA,Europe,Frankfurt,184,6.25
34.65.97.221,443,443,true,FRA,Europe,Frankfurt,175,6.25
34.118.77.33,443,443,true,FRA,Europe,Frankfurt,185,6.24
34.65.200.10,443,443,true,FRA,Europe,Frankfurt,177,6.15
34.118.112.135,443,443,true,FRA,Europe,Frankfurt,188,6.14
34.90.191.243,443,443,true,FRA,Europe,Frankfurt,178,6.12
35.228.140.197,8443,443,true,ARN,Europe,Stockholm,263,6.10
34.118.67.148,443,443,true,FRA,Europe,Frankfurt,196,6.09
34.65.193.70,443,443,true,FRA,Europe,Frankfurt,171,6.06
34.116.132.90,443,443,true,FRA,Europe,Frankfurt,270,6.06
34.65.197.71,443,443,true,FRA,Europe,Frankfurt,184,6.06
34.91.159.161,443,443,true,AMS,Europe,Amsterdam,174,6.04
34.89.180.110,443,443,true,FRA,Europe,Frankfurt,170,6.01
34.116.233.114,443,443,true,FRA,Europe,Frankfurt,185,6.01
34.65.187.206,443,443,true,FRA,Europe,Frankfurt,175,5.97
34.90.148.40,443,443,true,FRA,Europe,Frankfurt,181,5.94
34.65.205.125,443,443,true,FRA,Europe,Frankfurt,163,5.94
34.118.116.97,443,443,true,FRA,Europe,Frankfurt,191,5.91
34.65.25.114,443,443,true,FRA,Europe,Frankfurt,175,5.91
34.116.177.76,443,443,true,FRA,Europe,Frankfurt,252,5.88
34.118.102.66,443,443,true,FRA,Europe,Frankfurt,175,5.88
34.65.154.70,443,443,true,FRA,Europe,Frankfurt,172,5.88
34.116.182.70,443,443,true,FRA,Europe,Frankfurt,245,5.84
34.118.79.119,443,443,true,FRA,Europe,Frankfurt,193,5.83
34.118.25.40,443,443,true,AMS,Europe,Amsterdam,173,5.80
34.118.104.248,443,443,true,FRA,Europe,Frankfurt,185,5.78
34.65.240.216,443,443,true,FRA,Europe,Frankfurt,162,5.77
34.118.56.10,443,443,true,FRA,Europe,Frankfurt,186,5.77
34.65.168.25,443,443,true,FRA,Europe,Frankfurt,173,5.73
34.65.157.38,443,443,true,FRA,Europe,Frankfurt,212,5.71
34.65.81.138,443,443,true,AMS,Europe,Amsterdam,176,5.64
34.65.231.140,443,443,true,FRA,Europe,Frankfurt,178,5.63
34.65.78.89,443,443,true,FRA,Europe,Frankfurt,176,5.61
34.116.182.70,443,443,true,FRA,Europe,Frankfurt,189,5.60
34.91.166.255,443,443,true,FRA,Europe,Frankfurt,179,5.60
34.118.30.93,443,443,true,FRA,Europe,Frankfurt,228,5.59
34.90.17.6,443,443,true,FRA,Europe,Frankfurt,187,5.59
34.65.16.137,443,443,true,FRA,Europe,Frankfurt,190,5.58
34.65.157.38,443,443,true,AMS,Europe,Amsterdam,179,5.57
34.65.185.192,443,443,true,FRA,Europe,Frankfurt,182,5.56
34.116.249.141,443,443,true,EWR,North America,Newark,185,5.56
34.65.213.124,443,443,true,FRA,Europe,Frankfurt,177,5.55
34.116.181.93,443,443,true,FRA,Europe,Frankfurt,257,5.54
34.65.230.239,443,443,true,FRA,Europe,Frankfurt,182,5.53
34.118.44.55,443,443,true,FRA,Europe,Frankfurt,188,5.52
34.118.75.249,443,443,true,FRA,Europe,Frankfurt,189,5.51
34.118.107.171,443,443,true,FRA,Europe,Frankfurt,193,5.50
34.116.149.41,443,443,true,FRA,Europe,Frankfurt,187,5.50
34.65.29.189,443,443,true,FRA,Europe,Frankfurt,176,5.49
34.116.189.247,443,443,true,FRA,Europe,Frankfurt,188,5.47
34.118.102.243,443,443,true,FRA,Europe,Frankfurt,191,5.44
34.65.143.167,443,443,true,FRA,Europe,Frankfurt,163,5.43
34.118.112.23,443,443,true,FRA,Europe,Frankfurt,191,5.42
34.65.137.148,443,443,true,FRA,Europe,Frankfurt,201,5.42
34.118.104.248,443,443,true,FRA,Europe,Frankfurt,211,5.42
34.105.189.25,443,443,true,LHR,Europe,London,169,5.38
34.65.119.253,443,443,true,FRA,Europe,Frankfurt,173,5.36
34.65.7.73,443,443,true,FRA,Europe,Frankfurt,177,5.36
34.118.83.159,443,443,true,FRA,Europe,Frankfurt,190,5.33
34.65.175.223,443,443,true,FRA,Europe,Frankfurt,174,5.32
34.65.41.59,443,443,true,FRA,Europe,Frankfurt,183,5.31
34.116.179.159,443,443,true,FRA,Europe,Frankfurt,185,5.30
34.65.154.70,443,443,true,FRA,Europe,Frankfurt,173,5.29
34.147.231.33,443,443,true,LHR,Europe,London,201,5.29
34.118.92.6,443,443,true,FRA,Europe,Frankfurt,186,5.29
34.116.147.55,443,443,true,FRA,Europe,Frankfurt,186,5.28
34.65.81.138,443,443,true,FRA,Europe,Frankfurt,179,5.27
34.65.213.254,443,443,true,FRA,Europe,Frankfurt,175,5.25
34.65.180.14,443,443,true,FRA,Europe,Frankfurt,178,5.25
34.65.56.107,443,443,true,FRA,Europe,Frankfurt,178,5.24
34.65.128.135,443,443,true,FRA,Europe,Frankfurt,164,5.24
34.118.81.8,443,443,true,FRA,Europe,Frankfurt,187,5.23
34.65.248.12,443,443,true,FRA,Europe,Frankfurt,173,5.22
34.116.212.98,443,443,true,FRA,Europe,Frankfurt,184,5.22
34.65.168.25,443,443,true,FRA,Europe,Frankfurt,176,5.21
34.65.204.215,443,443,true,FRA,Europe,Frankfurt,190,5.21
34.65.106.250,443,443,true,FRA,Europe,Frankfurt,176,5.21
34.65.249.244,443,443,true,FRA,Europe,Frankfurt,190,5.20
34.65.14.48,443,443,true,FRA,Europe,Frankfurt,195,5.19
34.116.239.30,443,443,true,FRA,Europe,Frankfurt,265,5.17
34.65.89.88,443,443,true,FRA,Europe,Frankfurt,175,5.16
34.65.5.240,443,443,true,FRA,Europe,Frankfurt,176,5.15
34.116.200.90,443,443,true,FRA,Europe,Frankfurt,188,5.15
34.116.249.141,443,443,true,EWR,North America,Newark,253,5.13
34.116.145.162,443,443,true,FRA,Europe,Frankfurt,184,5.11
34.65.204.88,443,443,true,FRA,Europe,Frankfurt,176,5.11
34.65.157.100,443,443,true,FRA,Europe,Frankfurt,197,5.08
34.118.105.75,443,443,true,CDG,Europe,Paris,226,5.08
34.118.68.169,443,443,true,FRA,Europe,Frankfurt,192,5.06
34.65.239.157,443,443,true,FRA,Europe,Frankfurt,187,5.05
34.65.139.204,443,443,true,FRA,Europe,Frankfurt,174,5.04
34.116.167.147,443,443,true,FRA,Europe,Frankfurt,252,5.04
34.65.29.189,443,443,true,AMS,Europe,Amsterdam,178,5.01
34.118.61.66,443,443,true,FRA,Europe,Frankfurt,174,5.01
34.65.16.137,443,443,true,FRA,Europe,Frankfurt,187,5.01
34.118.57.241,443,443,true,FRA,Europe,Frankfurt,183,4.99
34.65.161.35,443,443,true,FRA,Europe,Frankfurt,179,4.98
34.118.28.162,443,443,true,FRA,Europe,Frankfurt,187,4.97
34.118.123.17,443,443,true,FRA,Europe,Frankfurt,175,4.96
34.65.111.170,443,443,true,FRA,Europe,Frankfurt,173,4.96
34.65.238.73,443,443,true,FRA,Europe,Frankfurt,177,4.95
34.118.68.169,443,443,true,FRA,Europe,Frankfurt,186,4.93
34.118.32.226,443,443,true,FRA,Europe,Frankfurt,184,4.92
34.118.75.249,443,443,true,FRA,Europe,Frankfurt,194,4.90
34.118.125.53,443,443,true,FRA,Europe,Frankfurt,196,4.87
34.65.180.14,443,443,true,FRA,Europe,Frankfurt,190,4.86
34.118.58.9,443,443,true,FRA,Europe,Frankfurt,174,4.86
34.65.65.7,443,443,true,FRA,Europe,Frankfurt,171,4.85
34.65.43.232,443,443,true,FRA,Europe,Frankfurt,174,4.85
34.118.35.90,443,443,true,EWR,North America,Newark,235,4.84
34.65.36.136,443,443,true,FRA,Europe,Frankfurt,190,4.83
34.65.230.9,443,443,true,FRA,Europe,Frankfurt,175,4.83
34.65.7.113,443,443,true,FRA,Europe,Frankfurt,178,4.82
34.65.172.12,443,443,true,FRA,Europe,Frankfurt,166,4.78
34.116.203.237,443,443,true,FRA,Europe,Frankfurt,188,4.77
34.65.209.36,443,443,true,FRA,Europe,Frankfurt,172,4.72
34.65.171.24,443,443,true,FRA,Europe,Frankfurt,178,4.67
34.118.28.162,443,443,true,FRA,Europe,Frankfurt,243,4.64
34.65.197.216,443,443,true,FRA,Europe,Frankfurt,177,4.62
34.116.132.131,443,443,true,FRA,Europe,Frankfurt,186,4.62
34.116.200.243,443,443,true,FRA,Europe,Frankfurt,234,4.62
34.118.31.189,443,443,true,FRA,Europe,Frankfurt,187,4.60
34.118.2.147,443,443,true,FRA,Europe,Frankfurt,257,4.60
34.116.168.27,443,443,true,AMS,Europe,Amsterdam,186,4.57
34.65.187.206,443,443,true,FRA,Europe,Frankfurt,189,4.57
34.118.73.81,443,443,true,FRA,Europe,Frankfurt,188,4.56
34.118.73.13,443,443,true,FRA,Europe,Frankfurt,206,4.56
34.65.41.59,443,443,true,FRA,Europe,Frankfurt,214,4.53
34.118.92.6,443,443,true,FRA,Europe,Frankfurt,187,4.52
34.65.225.189,443,443,true,FRA,Europe,Frankfurt,173,4.51
34.65.153.209,443,443,true,FRA,Europe,Frankfurt,167,4.50
34.116.239.245,443,443,true,FRA,Europe,Frankfurt,347,4.49
34.116.200.248,443,443,true,FRA,Europe,Frankfurt,193,4.47
34.118.61.66,443,443,true,FRA,Europe,Frankfurt,199,4.46
34.65.172.12,443,443,true,FRA,Europe,Frankfurt,178,4.45
34.116.128.81,443,443,true,FRA,Europe,Frankfurt,250,4.44
34.116.224.156,443,443,true,FRA,Europe,Frankfurt,237,4.44
34.116.170.70,443,443,true,FRA,Europe,Frankfurt,225,4.43
34.118.73.13,443,443,true,FRA,Europe,Frankfurt,185,4.41
34.65.14.48,443,443,true,FRA,Europe,Frankfurt,176,4.37
34.116.253.70,443,443,true,FRA,Europe,Frankfurt,207,4.35
34.65.183.167,443,443,true,FRA,Europe,Frankfurt,174,4.32
34.118.81.8,443,443,true,FRA,Europe,Frankfurt,190,4.32
34.118.89.29,443,443,true,FRA,Europe,Frankfurt,181,4.31
34.65.43.232,443,443,true,FRA,Europe,Frankfurt,179,4.29
34.116.239.30,443,443,true,FRA,Europe,Frankfurt,214,4.29
34.65.63.65,443,443,true,FRA,Europe,Frankfurt,187,4.27
34.116.224.139,443,443,true,FRA,Europe,Frankfurt,238,4.27
34.65.25.114,443,443,true,FRA,Europe,Frankfurt,175,4.27
34.118.107.171,443,443,true,FRA,Europe,Frankfurt,185,4.26
34.65.152.34,443,443,true,FRA,Europe,Frankfurt,173,4.25
34.118.25.40,443,443,true,FRA,Europe,Frankfurt,549,4.24
34.118.23.103,443,443,true,FRA,Europe,Frankfurt,233,4.22
34.118.100.194,443,443,true,CDG,Europe,Paris,199,4.22
34.118.76.96,443,443,true,FRA,Europe,Frankfurt,189,4.22
34.65.252.234,443,443,true,FRA,Europe,Frankfurt,196,4.22
34.116.145.156,443,443,true,FRA,Europe,Frankfurt,233,4.16
34.118.105.75,443,443,true,FRA,Europe,Frankfurt,188,4.14
34.118.125.53,443,443,true,FRA,Europe,Frankfurt,183,4.14
34.118.20.128,443,443,true,FRA,Europe,Frankfurt,185,4.13
34.116.195.217,443,443,true,FRA,Europe,Frankfurt,251,4.13
34.118.102.66,443,443,true,FRA,Europe,Frankfurt,199,4.11
34.116.215.190,443,443,true,FRA,Europe,Frankfurt,209,4.11
34.116.170.70,443,443,true,FRA,Europe,Frankfurt,196,4.08
34.65.111.170,443,443,true,FRA,Europe,Frankfurt,177,4.07
34.65.127.153,443,443,true,FRA,Europe,Frankfurt,177,4.06
34.65.11.8,443,443,true,FRA,Europe,Frankfurt,179,4.04
34.118.33.110,443,443,true,FRA,Europe,Frankfurt,192,4.04
34.65.80.181,443,443,true,AMS,Europe,Amsterdam,194,4.04
34.118.88.27,443,443,true,FRA,Europe,Frankfurt,190,4.02
34.118.49.153,443,443,true,FRA,Europe,Frankfurt,195,3.98
34.116.147.2,443,443,true,AMS,Europe,Amsterdam,252,3.97
34.65.235.165,443,443,true,FRA,Europe,Frankfurt,174,3.96
34.65.200.10,443,443,true,FRA,Europe,Frankfurt,177,3.94
34.65.171.24,443,443,true,FRA,Europe,Frankfurt,174,3.94
34.116.191.48,443,443,true,FRA,Europe,Frankfurt,257,3.93
34.65.187.42,443,443,true,FRA,Europe,Frankfurt,197,3.93
